SurveyYr,Age,AgeMonths
2009_10,9,119
2009_10,16,200
2009_10,41,497
2009_10,48,585
2009_10,31,381
2009_10,4,50
2009_10,36,439
2009_10,54,658
2009_10,63,758
2009_10,53,641
2009_10,65,785
2009_10,38,463
2009_10,0,5
2009_10,7,87
2009_10,32,390
2009_10,72,868
2009_10,39,478
2009_10,58,704
2009_10,10,120
2009_10,52,633
2009_10,2,32
2009_10,25,307
2009_10,29,352
2009_10,42,514
2009_10,5,70
2009_10,6,78
2009_10,6,82
2009_10,80,
2009_10,38,456
2009_10,61,742
2009_10,7,92
2009_10,46,556
2009_10,34,417
2009_10,33,401
2009_10,25,304
2009_10,60,729
2009_10,48,582
2009_10,58,698
2009_10,80,
2009_10,7,95
2009_10,69,828
2009_10,25,305
2009_10,19,235
2009_10,23,277
2009_10,16,194
2009_10,16,203
2009_10,66,803
2009_10,37,455
2009_10,64,771
2009_10,49,597
2009_10,46,563
2009_10,3,44
2009_10,36,441
2009_10,32,385
2009_10,7,93
2009_10,79,
2009_10,6,81
2009_10,39,469
2009_10,64,772
2009_10,3,39
2009_10,4,50
2009_10,21,253
2009_10,42,505
2009_10,49,599
2009_10,5,63
2009_10,16,192
2009_10,19,232
2009_10,48,582
2009_10,51,620
2009_10,11,139
2009_10,30,362
2009_10,10,126
2009_10,69,831
2009_10,6,78
2009_10,4,55
2009_10,7,89
2009_10,31,376
2009_10,64,778
2009_10,67,806
2009_10,37,449
2009_10,18,217
2009_10,5,64
2009_10,60,729
2009_10,3,36
2009_10,75,903
2009_10,6,83
2009_10,22,270
2009_10,55,664
2009_10,21,252
2009_10,25,300
2009_10,47,572
2009_10,41,503
2009_10,34,409
2009_10,41,492
2009_10,44,532
2009_10,47,565
2009_10,18,218
2009_10,36,443
2009_10,71,852
2009_10,38,465
2009_10,70,844
2009_10,15,187
2009_10,65,784
2009_10,62,747
2009_10,27,331
2009_10,5,70
2009_10,51,614
2009_10,8,105
2009_10,6,80
2009_10,41,495
2009_10,15,186
2009_10,42,509
2009_10,53,641
2009_10,53,641
2009_10,17,204
2009_10,7,90
2009_10,51,617
2009_10,38,461
2009_10,23,286
2009_10,61,732
2009_10,32,388
2009_10,22,269
2009_10,4,53
2009_10,30,360
2009_10,63,757
2009_10,43,520
2009_10,35,421
2009_10,48,586
2009_10,38,459
2009_10,16,192
2009_10,55,660
2009_10,5,61
2009_10,50,608
2009_10,29,356
2009_10,60,731
2009_10,80,
2009_10,41,497
2009_10,51,621
2009_10,80,
2009_10,71,853
2009_10,44,537
2009_10,22,269
2009_10,10,124
2009_10,34,415
2009_10,67,805
2009_10,11,134
2009_10,40,483
2009_10,48,576
2009_10,35,429
2009_10,22,274
2009_10,47,567
2009_10,56,672
2009_10,60,731
2009_10,37,455
2009_10,38,462
2009_10,49,595
2009_10,55,670
2009_10,37,452
2009_10,49,597
2009_10,16,196
2009_10,21,255
2009_10,26,316
2009_10,13,158
2009_10,31,376
2009_10,32,390
2009_10,57,688
2009_10,39,479
2009_10,28,338
2009_10,35,421
2009_10,80,
2009_10,61,742
2009_10,30,366
2009_10,4,50
2009_10,42,515
2009_10,57,693
2009_10,25,307
2009_10,40,485
2009_10,32,392
2009_10,8,99
2009_10,16,198
2009_10,38,461
2009_10,48,585
2009_10,14,179
2009_10,73,886
2009_10,10,130
2009_10,3,38
2009_10,14,175
2009_10,57,688
2009_10,7,84
2009_10,22,270
2009_10,14,169
2009_10,7,88
2009_10,30,366
2009_10,13,161
2009_10,2,27
2009_10,80,
2009_10,2,28
2009_10,72,873
2009_10,2,35
2009_10,27,328
2009_10,44,538
2009_10,4,58
2009_10,26,319
2009_10,38,464
2009_10,33,396
2009_10,52,628
2009_10,52,635
2009_10,20,241
2009_10,46,556
2009_10,64,772
2009_10,76,917
2009_10,80,
2009_10,12,154
2009_10,15,184
2009_10,52,630
2009_10,15,190
2009_10,48,585
2009_10,12,146
2009_10,59,719
2009_10,37,445
2009_10,63,761
2009_10,80,
2009_10,41,503
2009_10,18,219
2009_10,5,62
2009_10,37,452
2009_10,13,162
2009_10,39,471
2009_10,45,545
2009_10,26,313
2009_10,43,524
2009_10,36,435
2009_10,23,280
2009_10,77,924
2009_10,36,441
2009_10,20,250
2009_10,11,140
2009_10,48,581
2009_10,29,348
2009_10,46,555
2009_10,42,505
2009_10,80,
2009_10,43,517
2009_10,34,416
2009_10,15,189
2009_10,0,11
2009_10,63,764
2009_10,2,34
2009_10,76,919
2009_10,55,669
2009_10,9,118
2009_10,31,374
2009_10,34,415
2009_10,64,768
2009_10,53,639
2009_10,26,316
2009_10,52,625
2009_10,66,803
2009_10,51,619
2009_10,6,79
2009_10,39,478
2009_10,11,140
2009_10,46,558
2009_10,43,523
2009_10,25,305
2009_10,35,423
2009_10,0,2
2009_10,30,366
2009_10,80,
2009_10,7,92
2009_10,39,468
2009_10,21,253
2009_10,38,467
2009_10,4,57
2009_10,73,880
2009_10,48,579
2009_10,13,166
2009_10,60,727
2009_10,42,508
2009_10,17,204
2009_10,8,105
2009_10,40,491
2009_10,49,592
2009_10,12,154
2009_10,21,258
2009_10,40,486
2009_10,80,
2009_10,80,
2009_10,56,683
2009_10,26,319
2009_10,41,498
2009_10,40,484
2009_10,23,286
2009_10,4,55
2009_10,44,538
2009_10,38,464
2009_10,25,301
2009_10,4,51
2009_10,56,674
2009_10,25,301
2009_10,50,601
2009_10,42,507
2009_10,80,
2009_10,25,304
2009_10,59,708
2009_10,57,693
2009_10,14,173
2009_10,2,28
2009_10,33,406
2009_10,5,67
2009_10,26,319
2009_10,36,443
2009_10,80,
2009_10,55,660
2009_10,25,307
2009_10,22,265
2009_10,31,378
2009_10,1,17
2009_10,51,619
2009_10,30,368
2009_10,24,292
2009_10,18,226
2009_10,37,449
2009_10,11,138
2009_10,20,251
2009_10,14,170
2009_10,15,182
2009_10,26,318
2009_10,40,485
2009_10,24,290
2009_10,66,799
2009_10,1,13
2009_10,35,427
2009_10,42,508
2009_10,17,206
2009_10,44,536
2009_10,46,563
2009_10,4,57
2009_10,10,128
2009_10,19,230
2009_10,39,472
2009_10,10,122
2009_10,23,276
2009_10,10,131
2009_10,59,716
2009_10,57,692
2009_10,46,557
2009_10,77,924
2009_10,75,904
2009_10,72,868
2009_10,0,11
2009_10,8,98
2009_10,80,
2009_10,32,385
2009_10,40,485
2009_10,45,546
2009_10,6,79
2009_10,9,115
2009_10,23,281
2009_10,28,340
2009_10,41,503
2009_10,39,474
2009_10,14,171
2009_10,5,62
2009_10,36,441
2009_10,14,175
2009_10,68,826
2009_10,38,457
2009_10,80,
2009_10,66,803
2009_10,44,532
2009_10,4,51
2009_10,12,149
2009_10,5,62
2009_10,25,303
2009_10,15,180
2009_10,22,266
2009_10,19,236
2009_10,59,718
2009_10,4,49
2009_10,15,191
2009_10,56,682
2009_10,10,131
2009_10,36,442
2009_10,43,517
2009_10,78,940
2009_10,80,
2009_10,66,792
2009_10,10,128
2009_10,54,659
2009_10,80,
2009_10,8,107
2009_10,46,555
2009_10,38,461
2009_10,2,34
2009_10,13,157
2009_10,26,319
2009_10,19,230
2009_10,51,617
2009_10,28,345
2009_10,26,314
2009_10,10,121
2009_10,13,167
2009_10,18,224
2009_10,18,216
2009_10,1,14
2009_10,20,249
2009_10,19,237
2009_10,60,722
2009_10,56,673
2009_10,12,145
2009_10,39,473
2009_10,62,747
2009_10,6,81
2009_10,19,238
2009_10,74,897
2009_10,27,334
2009_10,0,4
2009_10,27,327
2009_10,21,258
2009_10,4,53
2009_10,20,242
2009_10,70,845
2009_10,49,598
2009_10,31,378
2009_10,60,727
2009_10,2,27
2009_10,74,897
2009_10,3,43
2009_10,38,459
2009_10,3,38
2009_10,59,716
2009_10,43,525
2009_10,70,846
2009_10,7,87
2009_10,7,91
2009_10,13,156
2009_10,56,674
2009_10,27,335
2009_10,66,793
2009_10,34,410
2009_10,20,243
2009_10,37,449
2009_10,55,663
2009_10,43,523
2009_10,16,195
2009_10,74,897
2009_10,66,802
2009_10,12,151
2009_10,48,587
2011_12,14,
2011_12,43,
2011_12,80,
2011_12,80,
2011_12,5,
2011_12,34,
2011_12,80,
2011_12,35,
2011_12,17,
2011_12,15,
2011_12,57,
2011_12,57,
2011_12,57,
2011_12,28,
2011_12,28,
2011_12,35,
2011_12,38,
2011_12,62,
2011_12,15,
2011_12,2,
2011_12,31,
2011_12,32,
2011_12,32,
2011_12,54,
2011_12,13,
2011_12,19,
2011_12,50,
2011_12,31,
2011_12,48,
2011_12,42,
2011_12,63,
2011_12,2,
2011_12,58,
2011_12,58,
2011_12,2,
2011_12,24,
2011_12,18,
2011_12,18,
2011_12,80,
2011_12,2,
2011_12,47,
2011_12,61,
2011_12,2,
2011_12,15,
2011_12,7,
2011_12,9,
2011_12,55,
2011_12,80,
2011_12,80,
2011_12,64,
2011_12,17,
2011_12,17,
2011_12,56,
2011_12,56,
2011_12,69,
2011_12,43,
2011_12,43,
2011_12,15,
2011_12,15,
2011_12,23,
2011_12,23,
2011_12,51,
2011_12,78,
2011_12,78,
2011_12,7,
2011_12,64,
2011_12,2,
2011_12,69,
2011_12,9,
2011_12,33,
2011_12,55,
2011_12,44,
2011_12,44,
2011_12,44,
2011_12,8,
2011_12,38,
2011_12,38,
2011_12,38,
2011_12,38,
2011_12,38,
2011_12,19,
2011_12,71,
2011_12,23,
2011_12,23,
2011_12,43,
2011_12,43,
2011_12,7,
2011_12,11,
2011_12,36,
2011_12,36,
2011_12,44,
2011_12,80,
2011_12,80,
2011_12,21,
2011_12,68,
2011_12,23,
2011_12,69,
2011_12,69,
2011_12,70,
2011_12,53,
2011_12,15,
2011_12,10,
2011_12,65,
2011_12,65,
2011_12,65,
2011_12,27,
2011_12,27,
2011_12,27,
2011_12,26,
2011_12,80,
2011_12,80,
2011_12,80,
2011_12,80,
2011_12,72,
2011_12,72,
2011_12,20,
2011_12,30,
2011_12,38,
2011_12,0,7
2011_12,39,
2011_12,39,
2011_12,75,
2011_12,22,
2011_12,23,
2011_12,23,
2011_12,0,4
2011_12,64,
2011_12,13,
2011_12,4,
2011_12,4,
2011_12,41,
2011_12,41,
2011_12,11,
2011_12,65,
2011_12,65,
2011_12,0,8
2011_12,76,
2011_12,40,
2011_12,36,
2011_12,43,
2011_12,39,
2011_12,39,
2011_12,32,
2011_12,11,
2011_12,11,
2011_12,65,
2011_12,61,
2011_12,0,7
2011_12,44,
2011_12,44,
2011_12,4,
2011_12,12,
2011_12,12,
2011_12,30,
2011_12,30,
2011_12,46,
2011_12,46,
2011_12,80,
2011_12,80,
2011_12,80,
2011_12,80,
2011_12,0,0
2011_12,59,
2011_12,33,
2011_12,23,
2011_12,51,
2011_12,46,
2011_12,46,
2011_12,42,
2011_12,8,
2011_12,64,
2011_12,53,
2011_12,9,
2011_12,37,
2011_12,37,
2011_12,41,
2011_12,41,
2011_12,35,
2011_12,35,
2011_12,10,
2011_12,72,
2011_12,32,
2011_12,32,
2011_12,24,
2011_12,24,
2011_12,24,
2011_12,71,
2011_12,6,
2011_12,10,
2011_12,10,
2011_12,17,
2011_12,17,
2011_12,22,
2011_12,70,
2011_12,21,
2011_12,21,
2011_12,21,
2011_12,11,
2011_12,10,
2011_12,72,
2011_12,28,
2011_12,80,
2011_12,80,
2011_12,73,
2011_12,73,
2011_12,38,
2011_12,37,
2011_12,80,
2011_12,41,
2011_12,78,
2011_12,68,
2011_12,68,
2011_12,37,
2011_12,37,
2011_12,29,
2011_12,68,
2011_12,9,
2011_12,61,
2011_12,61,
2011_12,61,
2011_12,76,
2011_12,55,
2011_12,1,23
2011_12,0,9
2011_12,35,
2011_12,11,
2011_12,64,
2011_12,3,
2011_12,3,
2011_12,13,
2011_12,33,
2011_12,33,
2011_12,17,
2011_12,29,
2011_12,29,
2011_12,36,
2011_12,80,
2011_12,44,
2011_12,44,
2011_12,9,
2011_12,80,
2011_12,39,
2011_12,10,
2011_12,10,
2011_12,15,
2011_12,75,
2011_12,42,
2011_12,58,
2011_12,58,
2011_12,1,20
2011_12,57,
2011_12,57,
2011_12,80,
2011_12,80,
2011_12,0,3
2011_12,19,
2011_12,39,
2011_12,74,
2011_12,71,
2011_12,48,
2011_12,19,
2011_12,54,
2011_12,29,
2011_12,51,
2011_12,13,
2011_12,1,15
2011_12,1,15
2011_12,46,
2011_12,28,
2011_12,4,
2011_12,4,
2011_12,32,
2011_12,5,
2011_12,3,
2011_12,0,3
2011_12,6,
2011_12,6,
2011_12,31,
2011_12,4,
2011_12,35,
2011_12,26,
2011_12,14,
2011_12,72,
2011_12,72,
2011_12,45,
2011_12,50,
2011_12,15,
2011_12,15,
2011_12,6,
2011_12,34,
2011_12,34,
2011_12,34,
2011_12,69,
2011_12,69,
2011_12,69,
2011_12,69,
2011_12,53,
2011_12,67,
2011_12,51,
2011_12,15,
2011_12,71,
2011_12,41,
2011_12,59,
2011_12,33,
2011_12,40,
2011_12,0,6
2011_12,21,
2011_12,14,
2011_12,18,
2011_12,18,
2011_12,60,
2011_12,52,
2011_12,27,
2011_12,4,
2011_12,47,
2011_12,47,
2011_12,47,
2011_12,80,
2011_12,80,
2011_12,57,
2011_12,5,
2011_12,12,
2011_12,13,
2011_12,17,
2011_12,46,
2011_12,74,
2011_12,15,
2011_12,15,
2011_12,14,
2011_12,64,
2011_12,64,
2011_12,64,
2011_12,57,
2011_12,57,
2011_12,80,
2011_12,16,
2011_12,33,
2011_12,33,
2011_12,33,
2011_12,5,
2011_12,24,
2011_12,45,
2011_12,48,
2011_12,48,
2011_12,31,
2011_12,31,
2011_12,7,
2011_12,4,
2011_12,4,
2011_12,22,
2011_12,13,
2011_12,3,
2011_12,31,
2011_12,31,
2011_12,31,
2011_12,63,
2011_12,63,
2011_12,63,
2011_12,60,
2011_12,32,
2011_12,79,
2011_12,16,
2011_12,16,
2011_12,44,
2011_12,13,
2011_12,6,
2011_12,3,
2011_12,3,
2011_12,36,
2011_12,14,
2011_12,14,
2011_12,53,
2011_12,30,
2011_12,18,
2011_12,18,
2011_12,68,
2011_12,66,
2011_12,14,
2011_12,10,
2011_12,1,19
2011_12,79,
2011_12,24,
2011_12,24,
2011_12,24,
2011_12,34,
2011_12,60,
2011_12,60,
2011_12,40,
2011_12,40,
2011_12,40,
2011_12,19,
2011_12,19,
2011_12,53,
2011_12,53,
2011_12,53,
2011_12,80,
2011_12,78,
2011_12,16,
2011_12,65,
2011_12,65,
2011_12,49,
2011_12,49,
2011_12,25,
2011_12,25,
2011_12,6,
2011_12,21,
2011_12,45,
2011_12,5,
2011_12,41,
2011_12,35,
2011_12,35,
2011_12,53,
2011_12,1,
2011_12,1,
2011_12,1,
2011_12,6,
2011_12,21,
2011_12,29,
2011_12,7,
2011_12,3,
2011_12,3,
2011_12,9,
2011_12,9,
2011_12,53,
2011_12,12,
2011_12,38,
2011_12,38,
2011_12,34,
2011_12,59,
2011_12,59,
2011_12,59,
2011_12,71,
2011_12,4,
2011_12,4,
2011_12,4,
2011_12,74,
2011_12,74,
2011_12,3,
2011_12,3,
2011_12,43,
2011_12,43,
2011_12,80,
2011_12,70,
2011_12,70,
2011_12,10,
2011_12,3,
2011_12,13,
2011_12,13,
2011_12,50,
2011_12,50,
2011_12,41,
2011_12,8,
2011_12,16,
2011_12,3,
2011_12,46,
2011_12,44,
2011_12,28,
2011_12,34,
2011_12,34,
2011_12,80,
2011_12,24,
2011_12,66,
2011_12,15,
2011_12,15,
2011_12,15,
2011_12,25,
2011_12,25,
2011_12,54,
2011_12,41,
2011_12,43,
2011_12,43,
2011_12,43,
2011_12,43,
2011_12,43,
2011_12,19,
2011_12,19,
2011_12,62,
2011_12,2,
2011_12,2,
2011_12,36,
2011_12,36,
2011_12,18,
2011_12,70,
2011_12,48,
2011_12,61,
2011_12,58,
2011_12,48,
2011_12,48,
2011_12,33,
2011_12,80,
2011_12,60,
2011_12,53,
2011_12,30,
2011_12,39,
2011_12,27,
2011_12,80,
2011_12,59,
2011_12,59,
2011_12,7,
2011_12,67,
2011_12,38,
2011_12,38,
2011_12,46,
2011_12,62,
2011_12,35,
2011_12,39,
2011_12,59,
2011_12,59,
2011_12,31,
2011_12,31,
2011_12,2,
2011_12,48,
2011_12,32,
2011_12,35,
2011_12,35,
2011_12,80,
2011_12,59,
2011_12,2,
2011_12,40,
2011_12,67,
2011_12,67,
2011_12,17,
2011_12,42,
2011_12,76,
2011_12,76,
2011_12,72,
2011_12,72,
2011_12,20,
2011_12,20,
2011_12,36,
2011_12,36,
2011_12,79,
2011_12,79,
2011_12,80,
2011_12,58,
2011_12,80,
2011_12,55,
2011_12,50,
2011_12,50,
2011_12,50,
2011_12,50,
2011_12,50,
2011_12,17,
2011_12,5,
2011_12,28,
2011_12,28,
2011_12,28,
2011_12,32,
2011_12,8,
2011_12,28,
2011_12,53,
2011_12,74,
2011_12,32,
2011_12,27,
2011_12,6,
2011_12,6,
2011_12,2,
2011_12,14,
2011_12,51,
2011_12,51,
2011_12,75,
2011_12,31,
2011_12,45,
2011_12,26,
2011_12,48,
2011_12,16,
2011_12,30,
2011_12,64,
2011_12,23,
2011_12,67,
2011_12,10,
2011_12,57,
2011_12,17,
2011_12,10,
2011_12,10,
2011_12,47,
2011_12,80,
2011_12,53,
2011_12,53,
2011_12,53,
2011_12,53,
2011_12,70,
2011_12,80,
2011_12,80,
2011_12,78,
2011_12,78,
2011_12,49,
2011_12,69,
2011_12,61,
2011_12,61,
2011_12,61,
2011_12,27,
2011_12,6,
2011_12,40,
2011_12,51,
2011_12,58,
2011_12,13,
2011_12,7,
2011_12,7,
2011_12,80,
2011_12,23,
2011_12,23,
2011_12,23,
2011_12,21,
2011_12,16,
2011_12,38,
2011_12,38,
2011_12,6,
2011_12,28,
2011_12,48,
2011_12,48,
2011_12,21,
2011_12,18,
2011_12,61,
2011_12,61,
2011_12,61,
2011_12,61,
2011_12,24,
2011_12,24,
2011_12,24,
2011_12,80,
2011_12,41,
2011_12,41,
2011_12,15,
2011_12,4,
2011_12,62,
2011_12,48,
2011_12,69,
2011_12,32,
2011_12,32,
2011_12,11,
2011_12,56,
2011_12,56,
2011_12,58,
2011_12,3,
2011_12,54,
2011_12,20,
2011_12,20,
2011_12,56,
2011_12,56,
2011_12,56,
2011_12,80,
2011_12,54,
2011_12,0,0
2011_12,0,0
2011_12,22,
2011_12,9,
2011_12,9,
2011_12,11,
2011_12,80,
2011_12,32,
2011_12,39,
2011_12,3,
2011_12,14,
2011_12,57,
2011_12,2,
2011_12,56,
2011_12,56,
2011_12,5,
2011_12,54,
2011_12,54,
2011_12,50,
2011_12,6,
2011_12,3,
2011_12,18,
2011_12,18,
2011_12,40,
2011_12,28,
2011_12,46,
2011_12,9,
2011_12,9,
2011_12,57,
2011_12,57,
2011_12,30,
2011_12,80,
2011_12,80,
2011_12,21,
2011_12,77,
2011_12,74,
2011_12,22,
2011_12,10,
2011_12,11,
2011_12,11,
2011_12,66,
2011_12,16,
2011_12,80,
2011_12,30,
2011_12,26,
2011_12,26,
2011_12,29,
2011_12,29,
2011_12,1,21
2011_12,61,
2011_12,61,
2011_12,18,
2011_12,80,
2011_12,32,
2011_12,32,
2011_12,48,
2011_12,79,
2011_12,7,
2011_12,47,
2011_12,47,
2011_12,47,
2011_12,12,
2011_12,25,
2011_12,18,
2011_12,1,21
2011_12,1,21
2011_12,76,
2011_12,28,
2011_12,28,
2011_12,30,
2011_12,10,
2011_12,80,
2011_12,58,
2011_12,56,
2011_12,31,
2011_12,43,
2011_12,12,
2011_12,12,
2011_12,12,
2011_12,2,
2011_12,22,
2011_12,0,11
2011_12,14,
2011_12,14,
2011_12,14,
2011_12,54,
2011_12,66,
2011_12,66,
2011_12,21,
2011_12,11,
2011_12,42,
2011_12,42,
2011_12,40,
2011_12,55,
2011_12,55,
2011_12,11,
2011_12,75,
2011_12,13,
2011_12,37,
2011_12,52,
2011_12,48,
2011_12,48,
2011_12,48,
2011_12,21,
2011_12,22,
2011_12,33,
2011_12,4,
2011_12,14,
2011_12,14,
2011_12,14,
2011_12,51,
2011_12,43,
2011_12,36,
2011_12,9,
2011_12,50,
2011_12,50,
2011_12,50,
2011_12,50,
2011_12,4,
2011_12,56,
2011_12,21,
2011_12,23,
2011_12,23,
2011_12,54,
2011_12,54,
2011_12,43,
2011_12,8,
2011_12,1,22
2011_12,40,
2011_12,40,
2011_12,40,
2011_12,27,
2011_12,4,
2011_12,59,
2011_12,59,
2011_12,59,
2011_12,14,
2011_12,14,
2011_12,2,
2011_12,2,
2011_12,2,
2011_12,36,
2011_12,10,
2011_12,16,
2011_12,47,
2011_12,17,
2011_12,40,
2011_12,31,
2011_12,64,
2011_12,64,
2011_12,64,
2011_12,64,
2011_12,46,
2011_12,46,
2011_12,70,
2011_12,3,
2011_12,58,
2011_12,58,
2011_12,34,
2011_12,34,
2011_12,49,
2011_12,50,
2011_12,50,
2011_12,8,
2011_12,50,
2011_12,63,
2011_12,63,
2011_12,69,
2011_12,69,
2011_12,45,
2011_12,18,
2011_12,20,
2011_12,20,
2011_12,8,
2011_12,77,
2011_12,25,
2011_12,25,
2011_12,7,
2011_12,64,
2011_12,10,
2011_12,7,
2011_12,75,
2011_12,68,
2011_12,42,
2011_12,55,
2011_12,62,
2011_12,62,
2011_12,18,
2011_12,49,
2011_12,49,
2011_12,49,
2011_12,29,
2011_12,37,
2011_12,18,
2011_12,17,
2011_12,35,
2011_12,42,
2011_12,42,
2011_12,42,
2011_12,29,
2011_12,29,
2011_12,50,
2011_12,10,
2011_12,10,
2011_12,31,
2011_12,33,
2011_12,34,
2011_12,15,
2011_12,53,
2011_12,53,
2011_12,53,
2011_12,6,
2011_12,22,
2011_12,12,
2011_12,8,
2011_12,69,
2011_12,31,
2011_12,0,1
2011_12,44,
2011_12,79,
2011_12,79,
2011_12,80,
2011_12,16,
2011_12,32,
2011_12,24,
2011_12,24,
2011_12,62,
2011_12,22,
2011_12,69,
2011_12,0,4
2011_12,31,
2011_12,39,
2011_12,39,
2011_12,39,
2011_12,14,
2011_12,14,
2011_12,39,
2011_12,54,
2011_12,54,
2011_12,21,
2011_12,10,
2011_12,46,
2011_12,46,
2011_12,46,
2011_12,11,
2011_12,39,
2011_12,1,21
2011_12,25,
2011_12,64,
2011_12,64,
2011_12,64,
2011_12,13,
2011_12,45,
2011_12,18,
2011_12,9,
2011_12,37,
2011_12,6,
2011_12,54,
2011_12,71,
2011_12,8,
2011_12,33,
2011_12,8,
2011_12,16,
2011_12,16,
2011_12,16,
2011_12,6,
2011_12,1,21
2011_12,1,21
2011_12,59,
2011_12,36,
2011_12,49,
2011_12,36,
2011_12,80,
2011_12,80,
2011_12,29,
2011_12,21,
2011_12,14,
2011_12,68,
2011_12,68,
2011_12,68,
2011_12,27,
2011_12,18,
2011_12,31,
2011_12,22,
2011_12,38,
2011_12,72,
2011_12,52,
2011_12,56,
2011_12,56,
2011_12,67,
2011_12,18,
2011_12,6,
2011_12,42,
2011_12,80,
2011_12,2,
2011_12,1,12
2011_12,28,
2011_12,11,
2011_12,37,
2011_12,24,
2011_12,39,
2011_12,39,
2011_12,39,
2011_12,39,
2011_12,44,
2011_12,44,
2011_12,44,
2011_12,44,
2011_12,50,
2011_12,16,
2011_12,16,
2011_12,40,
2011_12,51,
2011_12,42,
2011_12,42,
2011_12,38,
2011_12,3,
2011_12,13,
2011_12,48,
2011_12,48,
2011_12,31,
2011_12,11,
2011_12,47,
2011_12,24,
2011_12,19,
2011_12,50,
2011_12,48,
2011_12,11,
2011_12,11,
2011_12,44,
2011_12,44,
2011_12,2,
2011_12,7,
2011_12,7,
2011_12,0,3
2011_12,50,
2011_12,45,
2011_12,68,
2011_12,65,
2011_12,45,
2011_12,45,
2011_12,24,
2011_12,78,
2011_12,49,
2011_12,49,
2011_12,54,
2011_12,52,
2011_12,52,
2011_12,52,
2011_12,12,
2011_12,12,
2011_12,28,
2011_12,9,
2011_12,43,
2011_12,27,
2011_12,31,
2011_12,21,
2011_12,12,
2011_12,63,
2011_12,3,
2011_12,50,
2011_12,13,
2011_12,24,
2011_12,20,
2011_12,20,
2011_12,68,
2011_12,22,
2011_12,80,
2011_12,5,
2011_12,39,
2011_12,70,
2011_12,52,
2011_12,14,
2011_12,58,
2011_12,22,
2011_12,22,
2011_12,61,
2011_12,26,
2011_12,26,
2011_12,9,
2011_12,9,
2011_12,10,
2011_12,2,
2011_12,51,
2011_12,54,
2011_12,4,
2011_12,45,
2011_12,48,
2011_12,48,
2011_12,48,
2011_12,40,
2011_12,40,
2011_12,33,
2011_12,33,
2011_12,33,
2011_12,18,
2011_12,20,
2011_12,17,
2011_12,37,
2011_12,37,
2011_12,4,
2011_12,65,
2011_12,7,
2011_12,7,
2011_12,53,
2011_12,40,
2011_12,18,
2011_12,47,
2011_12,41,
2011_12,32,
2011_12,4,
2011_12,4,
2011_12,34,
2011_12,80,
2011_12,0,7
2011_12,32,
2011_12,23,
2011_12,47,
2011_12,37,
2011_12,50,
2011_12,19,
2011_12,32,
2011_12,29,
2011_12,29,
2011_12,29,
2011_12,60,
2011_12,60,
2011_12,63,
2011_12,29,
2011_12,70,
2011_12,70,
2011_12,64,
2011_12,31,
2011_12,31,
2011_12,41,
2011_12,4,
2011_12,21,
2011_12,49,
2011_12,49,
2011_12,53,
2011_12,53,
2011_12,53,
2011_12,53,
2011_12,13,
2011_12,75,
2011_12,75,
2011_12,7,
2011_12,5,
2011_12,5,
2011_12,69,
2011_12,44,
2011_12,62,
2011_12,1,17
2011_12,70,
2011_12,70,
2011_12,14,
2011_12,65,
2011_12,26,
2011_12,26,
2011_12,7,
2011_12,59,
2011_12,59,
2011_12,16,
2011_12,42,
2011_12,6,
2011_12,51,
2011_12,29,
2011_12,29,
2011_12,47,
2011_12,47,
2011_12,24,
2011_12,60,
2011_12,60,
2011_12,60,
2011_12,35,
2011_12,59,
2011_12,42,
2011_12,22,
2011_12,54,
2011_12,50,
2011_12,50,
2011_12,11,
2011_12,7,
2011_12,7,
2011_12,21,
2011_12,36,
2011_12,17,
2011_12,14,
2011_12,21,
2011_12,77,
2011_12,8,
2011_12,80,
2011_12,35,
2011_12,44,
2011_12,44,
2011_12,44,
2011_12,4,
2011_12,4,
2011_12,29,
2011_12,29,
2011_12,10,
2011_12,10,
2011_12,33,
2011_12,60,
2011_12,2,
2011_12,13,
2011_12,46,
2011_12,46,
2011_12,46,
2011_12,46,
2011_12,56,
2011_12,15,
2011_12,42,
2011_12,42,
2011_12,11,
2011_12,11,
2011_12,13,
2011_12,62,
2011_12,11,
2011_12,3,
2011_12,24,
2011_12,29,
2011_12,3,
2011_12,39,
2011_12,39,
2011_12,55,
2011_12,55,
2011_12,23,
2011_12,30,
2011_12,6,
2011_12,19,
2011_12,15,
2011_12,15,
2011_12,21,
2011_12,29,
2011_12,18,
2011_12,9,
2011_12,9,
2011_12,9,
2011_12,9,
2011_12,80,
2011_12,80,
2011_12,4,
2011_12,25,
2011_12,25,
2011_12,32,
2011_12,32,
2011_12,16,
2011_12,29,
2011_12,46,
2011_12,40,
2011_12,14,
2011_12,6,
2011_12,28,
2011_12,35,
2011_12,35,
2011_12,9,
2011_12,80,
2011_12,80,
2011_12,16,
2011_12,1,22
2011_12,1,22
2011_12,21,
2011_12,62,
2011_12,52,
2011_12,52,
2011_12,58,
2011_12,37,
2011_12,2,
2011_12,0,5
2011_12,19,
2011_12,19,
2011_12,19,
2011_12,2,
2011_12,54,
2011_12,54,
2011_12,54,
2011_12,65,
2011_12,46,
2011_12,50,
2011_12,50,
2011_12,26,
2011_12,12,
2011_12,78,
2011_12,5,
2011_12,80,
2011_12,80,
2011_12,49,
2011_12,49,
2011_12,49,
2011_12,41,
2011_12,34,
2011_12,12,
2011_12,60,
2011_12,65,
2011_12,65,
